"Assemblage","m","Method","Order.q","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"SRR13060091",4869,"Rarefaction",2,1.84710626598133,1.82109854081174,1.87311399115092,0.999819848239009,0.999777050176101,0.999862646301917
"SRR13060091",6086,"Rarefaction",2,1.84717054259044,1.82115994509613,1.87318114008474,0.999856570156093,0.999824504851282,0.999888635460904
"SRR13060091",7304,"Rarefaction",2,1.84721342842472,1.82120091441832,1.87322594243111,0.999884244377346,0.999854178724985,0.999914310029706
"SRR13060091",8521,"Rarefaction",2,1.84724403507418,1.82123015325923,1.87325791688913,0.999907027029992,0.999875623075378,0.999938430984607
"SRR13060091",9738,"Rarefaction",2,1.84726699229888,1.82125208450733,1.87328190009043,0.999926409758283,0.999893158480959,0.999959661035607
"SRR13060091",10955,"Rarefaction",2,1.84728484924545,1.82126914340097,1.87330055508994,0.99994294948742,0.999908108647381,0.999977790327459
"SRR13060091",12172,"Rarefaction",2,1.84729913564124,1.82128279130935,1.87331547997314,0.999956928750355,0.999920812941259,0.999993044559451
"SRR13060091",13389,"Rarefaction",2,1.84731082505519,1.82129395829498,1.8733276918154,0.99996855641656,0.999931386196395,1
"SRR13060091",14607,"Rarefaction",2,1.84732057395746,1.82130327149195,1.87333787642298,0.99997803112993,0.999939941190547,1
"SRR13060091",15824,"Rarefaction",2,1.84732881599812,1.82131114517033,1.87334648682592,0.999985525798389,0.999946604248485,1
"SRR13060091",17041,"Rarefaction",2,1.84733588087539,1.82131789429489,1.87335386745589,0.999991236869194,0.999951549342485,1
"SRR13060091",18258,"Rarefaction",2,1.84734200396469,1.82132374372129,1.8733602642081,0.999995352086198,0.999954949923378,1
"SRR13060091",19475,"Rarefaction",2,1.84734736182315,1.82132886211715,1.87336586152915,0.999998059188064,0.999956969287187,1
"SRR13060091",20692,"Rarefaction",2,1.84735208945792,1.82133337845559,1.87337080046025,0.999999545913198,0.99995774681635,1
"SRR13060091",21910,"Rarefaction",2,1.84735629515632,1.82133739618436,1.87337519412828,1,0.999957387182924,1
"SRR13060091",21911,"Observed",2,1.84735629841718,1.82133739929948,1.87337519753488,1,0.999971947489759,1
"SRR13060091",21912,"Extrapolation",2,1.84735630167774,1.82133740241431,1.87337520094116,1,0.999971950050229,1
"SRR13060091",23065,"Extrapolation",2,1.84735987301791,1.82134081413641,1.87337893189942,1,0.999974752102125,1
"SRR13060091",24218,"Extrapolation",2,1.84736310431257,1.82134390101068,1.87338230761446,1,0.99997727424283,1
"SRR13060091",25371,"Extrapolation",2,1.84736604192087,1.82134670732439,1.87338537651735,1,0.999979544434095,1
"SRR13060091",26524,"Extrapolation",2,1.84736872414128,1.82134926966437,1.87338817861819,1,0.999981587844429,1
"SRR13060091",27677,"Extrapolation",2,1.84737118289055,1.82135161852092,1.87339074726017,1,0.999983427128129,1
"SRR13060091",28830,"Extrapolation",2,1.84737344497977,1.82135377950689,1.87339311045265,1,0.999985082676443,1
"SRR13060091",29984,"Extrapolation",2,1.84737553483739,1.82135577595893,1.87339529371585,1,0.999986574069183,1
"SRR13060091",31137,"Extrapolation",2,1.84737746818088,1.82135762289207,1.87339731346968,1,0.999987915253577,1
"SRR13060091",32290,"Extrapolation",2,1.84737926345768,1.82135933792927,1.87339918898609,1,0.999989122460253,1
"SRR13060091",33443,"Extrapolation",2,1.84738093494764,1.82136093471217,1.87340093518312,1,0.999990209072925,1
"SRR13060091",34596,"Extrapolation",2,1.847382495027,1.82136242506386,1.87340256499013,1,0.99999118713834,1
"SRR13060091",35749,"Extrapolation",2,1.84738395447535,1.82136381928217,1.87340408966852,1,0.999992067499835,1
"SRR13060091",36903,"Extrapolation",2,1.84738532387468,1.82136512747614,1.87340552027322,1,0.999992860569256,1
"SRR13060091",38056,"Extrapolation",2,1.84738660914652,1.82136635530265,1.8734068629904,1,0.999993573763241,1
"SRR13060091",39209,"Extrapolation",2,1.84738781882927,1.82136751091847,1.87340812674007,1,0.999994215712658,1
"SRR13060091",40362,"Extrapolation",2,1.84738895940073,1.8213686005119,1.87340931828956,1,0.999994793534488,1
"SRR13060091",41515,"Extrapolation",2,1.84739003661909,1.82136962958377,1.87341044365441,1,0.999995313634762,1
"SRR13060091",42668,"Extrapolation",2,1.84739105562013,1.82137060304032,1.87341150819995,1,0.999995781779578,1
"SRR13060091",43822,"Extrapolation",2,1.84739202181438,1.82137152605025,1.8734125175785,1,0.999996203505586,1
"SRR13060188",1,"Rarefaction",0,1,1,1,0.158478681199312,0.153664689664348,0.163292672734277
"SRR13060188",1305,"Rarefaction",0,44.1424725759957,43.4129396755841,44.8720054764072,0.993393959151937,0.993062825257194,0.993725093046679
"SRR13060188",2609,"Rarefaction",0,49.3795301921887,48.6649293918983,50.0941309924791,0.997552354123494,0.997306435850477,0.997798272396511
"SRR13060188",3913,"Rarefaction",0,51.670002499237,50.9118578751544,52.4281471233196,0.998745193606091,0.998581459110375,0.998908928101807
"SRR13060188",5217,"Rarefaction",0,52.935209218176,52.130136392346,53.740282044006,0.999252763405049,0.999137264220208,0.999368262589889
"SRR13060188",6521,"Rarefaction",0,53.7239993006234,52.8869424909859,54.561056110261,0.999511574952197,0.999420999422641,0.999602150481752
"SRR13060188",7825,"Rarefaction",0,54.2567218523696,53.4007003088733,55.1127433958658,0.999658795924694,0.999580708612861,0.999736883236527
"SRR13060188",9129,"Rarefaction",0,54.6382012372734,53.7713013624131,55.5051011121337,0.999749413014987,0.999677156636146,0.999821669393828
"SRR13060188",10433,"Rarefaction",0,54.9236867992896,54.0495311102478,55.7978424883314,0.999808910245773,0.999739283206977,0.999878537284569
"SRR13060188",11737,"Rarefaction",0,55.1444491569379,54.2632979611945,56.0256003526814,0.999850192904737,0.999782088700337,0.999918297109136
"SRR13060188",13041,"Rarefaction",0,55.3192999558985,54.4292728859746,56.2093270258224,0.9998801495331,0.999813489931069,0.999946809135131
"SRR13060188",14345,"Rarefaction",0,55.4602925135461,54.5584718756021,56.3621131514901,0.999902583584307,0.999837620486698,0.999967546681916
"SRR13060188",15649,"Rarefaction",0,55.5756988705849,54.6589592986138,56.4924384425559,0.99991965858465,0.999856620708112,0.999982696461188
"SRR13060188",16953,"Rarefaction",0,55.671604787782,54.7371234561304,56.6060861194336,0.999932653543016,0.999871613735402,0.999993693350629
"SRR13060188",18257,"Rarefaction",0,55.7527717489344,54.7982624731754,56.7072810246935,0.999942368843598,0.999883218226647,1
"SRR13060188",19561,"Rarefaction",0,55.8231037610347,54.8468553968606,56.7993521252089,0.999949345117139,0.999891803237513,1
"SRR13060188",20865,"Rarefaction",0,55.8859024782307,54.8866966559486,56.8851083005128,0.999953978944932,0.999897606932076,1
"SRR13060188",22169,"Rarefaction",0,55.9440126427105,54.9209719738435,56.9670533115774,0.999956580885457,0.999900789428694,1
"SRR13060188",23474,"Rarefaction",0,55.9999574014909,54.9523317092799,57.047583093702,0.999957401490948,0.999901457197859,1
"SRR13060188",23475,"Observed",0,56,54.9523551827764,57.0476448172236,1,0.999940106940313,1
"SRR13060188",23476,"Extrapolation",0,56,54.9523354198187,57.0476645801813,1,0.999940112523959,1
"SRR13060188",24711,"Extrapolation",0,56,54.9276459852251,57.0723540147749,1,0.999946498853902,1
"SRR13060188",25946,"Extrapolation",0,56,54.9029705518808,57.0970294481192,1,0.999951995800444,1
"SRR13060188",27182,"Extrapolation",0,56,54.878897389057,57.121102610943,1,0.999956767944627,1
"SRR13060188",28417,"Extrapolation",0,56,54.855824725116,57.144175274884,1,0.999960933667217,1
"SRR13060188",29653,"Extrapolation",0,56,54.8339132533998,57.1660867466002,1,0.999964598975726,1
"SRR13060188",30888,"Extrapolation",0,56,54.8132921115527,57.1867078884473,1,0.99996783643691,1
"SRR13060188",32124,"Extrapolation",0,56,54.7939549558142,57.2060450441858,1,0.999970714063244,1
"SRR13060188",33359,"Extrapolation",0,56,54.7759179876309,57.2240820123691,1,0.999973277817214,1
"SRR13060188",34595,"Extrapolation",0,56,54.759110866361,57.240889133639,1,0.999975573243165,1
"SRR13060188",35830,"Extrapolation",0,56,54.7435043005681,57.2564956994319,1,0.999977630819955,1
"SRR13060188",37066,"Extrapolation",0,56,54.7290080413586,57.2709919586414,1,0.9999794825363,1
"SRR13060188",38301,"Extrapolation",0,56,54.7155768185847,57.2844231814153,1,0.999981149642929,1
"SRR13060188",39537,"Extrapolation",0,56,54.7031192673164,57.2968807326836,1,0.99998265562219,1
"SRR13060188",40772,"Extrapolation",0,56,54.691587141706,57.308412858294,1,0.999984015981853,1
"SRR13060188",42008,"Extrapolation",0,56,54.6808956579932,57.3191043420068,1,0.999985248579701,1
"SRR13060188",43243,"Extrapolation",0,56,54.6709991926485,57.3290008073515,1,0.999986365141276,1
"SRR13060188",44479,"Extrapolation",0,56,54.661822261801,57.338177738199,1,0.999987379590817,1
"SRR13060188",45714,"Extrapolation",0,56,54.6533240460412,57.3466759539588,1,0.999988301008471,1
"SRR13060188",46950,"Extrapolation",0,56,54.6454388251589,57.3545611748411,1,0.999989140424784,1
"SRR13060188",1,"Rarefaction",1,1,1,1,0.158478681199312,0.153664689664348,0.163292672734277
"SRR13060188",1305,"Rarefaction",1,12.2873903001636,11.9973493929215,12.5774312074057,0.993393959151937,0.993062825257194,0.993725093046679
"SRR13060188",2609,"Rarefaction",1,12.4197708143635,12.126069092887,12.71347253584,0.997552354123494,0.997306435850477,0.997798272396511
"SRR13060188",3913,"Rarefaction",1,12.4657195678608,12.1708359584131,12.7606031773086,0.998745193606091,0.998581459110375,0.998908928101807
"SRR13060188",5217,"Rarefaction",1,12.4889036475093,12.1934481211498,12.7843591738688,0.999252763405049,0.999137264220208,0.999368262589889
"SRR13060188",6521,"Rarefaction",1,12.5028311821736,12.2070436461935,12.7986187181537,0.999511574952197,0.999420999422641,0.999602150481752
"SRR13060188",7825,"Rarefaction",1,12.5121052075079,12.2161019674484,12.8081084475674,0.999658795924694,0.999580708612861,0.999736883236527
"SRR13060188",9129,"Rarefaction",1,12.5187171789217,12.2225621598069,12.8148721980364,0.999749413014987,0.999677156636146,0.999821669393828
"SRR13060188",10433,"Rarefaction",1,12.5236664401102,12.2273982254599,12.8199346547605,0.999808910245773,0.999739283206977,0.999878537284569
"SRR13060188",11737,"Rarefaction",1,12.5275085737297,12.2311523027276,12.8238648447319,0.999850192904737,0.999782088700337,0.999918297109136
"SRR13060188",13041,"Rarefaction",1,12.5305767270895,12.2341498334724,12.8270036207067,0.9998801495331,0.999813489931069,0.999946809135131
"SRR13060188",14345,"Rarefaction",1,12.533082703362,12.2365978865463,12.8295675201778,0.999902583584307,0.999837620486698,0.999967546681916
"SRR13060188",15649,"Rarefaction",1,12.5351676035689,12.2386344673024,12.8317007398354,0.99991965858465,0.999856620708112,0.999982696461188
"SRR13060188",16953,"Rarefaction",1,12.5369290880185,12.2403551000261,12.8335030760109,0.999932653543016,0.999871613735402,0.999993693350629
"SRR13060188",18257,"Rarefaction",1,12.5384369284429,12.241828015422,12.8350458414639,0.999942368843598,0.999883218226647,1
"SRR13060188",19561,"Rarefaction",1,12.5397423185883,12.2431032552436,12.8363813819331,0.999949345117139,0.999891803237513,1
"SRR13060188",20865,"Rarefaction",1,12.5408836795693,12.2442183555356,12.837549003603,0.999953978944932,0.999897606932076,1
"SRR13060188",22169,"Rarefaction",1,12.5418904106442,12.2452020215377,12.8385787997507,0.999956580885457,0.999900789428694,1
"SRR13060188",23474,"Rarefaction",1,12.5427860365819,12.2460772110854,12.8394948620784,0.999957401490948,0.999901457197859,1
"SRR13060188",23475,"Observed",1,12.542786684856,12.246077844595,12.839495525117,1,0.999940106940313,1
"SRR13060188",23476,"Extrapolation",1,12.5427873331018,12.2460784780767,12.8394961881268,1,0.999940112523959,1
"SRR13060188",24711,"Extrapolation",1,12.5435667157234,12.2468400332573,12.8402933981895,1,0.999946498853902,1
"SRR13060188",25946,"Extrapolation",1,12.5443052195182,12.2475614980213,12.8410489410152,1,0.999951995800444,1
"SRR13060188",27182,"Extrapolation",1,12.5450055400678,12.2482455213895,12.8417655587461,1,0.999956767944627,1
"SRR13060188",28417,"Extrapolation",1,12.5456685771411,12.2488929971638,12.8424441571183,1,0.999960933667217,1
"SRR13060188",29653,"Extrapolation",1,12.5462973328642,12.2495068712072,12.8430877945212,1,0.999964598975726,1
"SRR13060188",30888,"Extrapolation",1,12.5468926150599,12.2500879456549,12.843697284465,1,0.99996783643691,1
"SRR13060188",32124,"Extrapolation",1,12.5474571190712,12.2506388642582,12.8442753738841,1,0.999970714063244,1
"SRR13060188",33359,"Extrapolation",1,12.5479915701703,12.2511603468912,12.8448227934494,1,0.999973277817214,1
"SRR13060188",34595,"Extrapolation",1,12.5484983882667,12.2516547661794,12.845342010354,1,0.999975573243165,1
"SRR13060188",35830,"Extrapolation",1,12.5489782245181,12.2521227681748,12.8458336808615,1,0.999977630819955,1
"SRR13060188",37066,"Extrapolation",1,12.5494332515467,12.252566482184,12.8463000209094,1,0.9999794825363,1
"SRR13060188",38301,"Extrapolation",1,12.5498640539692,12.2529864880095,12.8467416199289,1,0.999981149642929,1
"SRR13060188",39537,"Extrapolation",1,12.5502725823903,12.2533846965932,12.8471604681873,1,0.99998265562219,1
"SRR13060188",40772,"Extrapolation",1,12.5506593616857,12.2537616282837,12.8475570950876,1,0.999984015981853,1
"SRR13060188",42008,"Extrapolation",1,12.5510261431302,12.2541189980527,12.8479332882077,1,0.999985248579701,1
"SRR13060188",43243,"Extrapolation",1,12.5513733979633,12.2544572728924,12.8482895230343,1,0.999986365141276,1
"SRR13060188",44479,"Extrapolation",1,12.5517026984994,12.2547779919017,12.8486274050971,1,0.999987379590817,1
"SRR13060188",45714,"Extrapolation",1,12.5520144678225,12.2550815741888,12.8489473614563,1,0.999988301008471,1
"SRR13060188",46950,"Extrapolation",1,12.5523101175744,12.255369401016,12.8492508341328,1,0.999989140424784,1
"SRR13060188",1,"Rarefaction",2,1,1,1,0.158478681199312,0.153664689664348,0.163292672734277
"SRR13060188",1305,"Rarefaction",2,6.28442588410807,6.09401496034128,6.47483680787487,0.993393959151937,0.993062825257194,0.993725093046679
"SRR13060188",2609,"Rarefaction",2,6.2971805732678,6.10592130705994,6.48843983947566,0.997552354123494,0.997306435850477,0.997798272396511
"SRR13060188",3913,"Rarefaction",2,6.30144582964652,6.1099024525519,6.49298920674113,0.998745193606091,0.998581459110375,0.998908928101807
"SRR13060188",5217,"Rarefaction",2,6.30358103463742,6.11189535152009,6.49526671775474,0.999252763405049,0.999137264220208,0.999368262589889
"SRR13060188",6521,"Rarefaction",2,6.30486298342196,6.11309183635322,6.4966341304907,0.999511574952197,0.999420999422641,0.999602150481752
"SRR13060188",7825,"Rarefaction",2,6.30571796028099,6.11388980373463,6.49754611682735,0.999658795924694,0.999580708612861,0.999736883236527
"SRR13060188",9129,"Rarefaction",2,6.30632882679604,6.11445993276959,6.49819772082249,0.999749413014987,0.999677156636146,0.999821669393828
"SRR13060188",10433,"Rarefaction",2,6.30678706898225,6.11488761286008,6.49868652510442,0.999808910245773,0.999739283206977,0.999878537284569
"SRR13060188",11737,"Rarefaction",2,6.30714353431837,6.11522030234973,6.49906676628702,0.999850192904737,0.999782088700337,0.999918297109136
"SRR13060188",13041,"Rarefaction",2,6.30742874105156,6.11548648504891,6.49937099705421,0.9998801495331,0.999813489931069,0.999946809135131
"SRR13060188",14345,"Rarefaction",2,6.307662114817,6.11570429147597,6.49961993815803,0.999902583584307,0.999837620486698,0.999967546681916
"SRR13060188",15649,"Rarefaction",2,6.3078566086392,6.11588581098967,6.49982740628873,0.99991965858465,0.999856620708112,0.999982696461188
"SRR13060188",16953,"Rarefaction",2,6.30802119146082,6.11603941446615,6.50000296845548,0.999932653543016,0.999871613735402,0.999993693350629
"SRR13060188",18257,"Rarefaction",2,6.30816227058394,6.11617108192999,6.50015345923788,0.999942368843598,0.999883218226647,1
"SRR13060188",19561,"Rarefaction",2,6.30828454521698,6.11628519920236,6.5002838912316,0.999949345117139,0.999891803237513,1
"SRR13060188",20865,"Rarefaction",2,6.30839154013884,6.11638505598345,6.50039802429423,0.999953978944932,0.999897606932076,1
"SRR13060188",22169,"Rarefaction",2,6.30848595101283,6.11647316814874,6.50049873387691,0.999956580885457,0.999900789428694,1
"SRR13060188",23474,"Rarefaction",2,6.30856993538859,6.1165515493427,6.50058832143449,0.999957401490948,0.999901457197859,1
"SRR13060188",23475,"Observed",2,6.30856999616489,6.11655160606416,6.50058838626563,1,0.999940106940313,1
"SRR13060188",23476,"Extrapolation",2,6.30857005693602,6.11655166278079,6.50058845109125,1,0.999940112523959,1
"SRR13060188",24711,"Extrapolation",2,6.30864135609838,6.11661820501602,6.50066450718073,1,0.999946498853902,1
"SRR13060188",25946,"Extrapolation",2,6.30870586913198,6.11667841382784,6.50073332443612,1,0.999951995800444,1
"SRR13060188",27182,"Extrapolation",2,6.30876456619507,6.116733194661,6.50079593772913,1,0.999956767944627,1
"SRR13060188",28417,"Extrapolation",2,6.30881811684822,6.11678317241464,6.5008530612818,1,0.999960933667217,1
"SRR13060188",29653,"Extrapolation",2,6.3088672456446,6.11682902330864,6.50090546798055,1,0.999964598975726,1
"SRR13060188",30888,"Extrapolation",2,6.30891240830747,6.11687117266732,6.50095364394762,1,0.99996783643691,1
"SRR13060188",32124,"Extrapolation",2,6.30895413135814,6.11691011188769,6.50099815082859,1,0.999970714063244,1
"SRR13060188",33359,"Extrapolation",2,6.30899273309419,6.11694613803476,6.50103932815363,1,0.999973277817214,1
"SRR13060188",34595,"Extrapolation",2,6.30902860709049,6.11697961842717,6.50107759575381,1,0.999975573243165,1
"SRR13060188",35830,"Extrapolation",2,6.30906198039628,6.11701076496813,6.50111319582443,1,0.999977630819955,1
"SRR13060188",37066,"Extrapolation",2,6.30909315441542,6.11703985895367,6.50114644987717,1,0.9999794825363,1
"SRR13060188",38301,"Extrapolation",2,6.30912229391783,6.11706705416201,6.50117753367365,1,0.999981149642929,1
"SRR13060188",39537,"Extrapolation",2,6.30914963461226,6.11709257057649,6.50120669864803,1,0.99998265562219,1
"SRR13060188",40772,"Extrapolation",2,6.30917529775113,6.11711652136074,6.50123407414152,1,0.999984015981853,1
"SRR13060188",42008,"Extrapolation",2,6.30919947107803,6.1171390817327,6.50125986042336,1,0.999985248579701,1
"SRR13060188",43243,"Extrapolation",2,6.30922224481726,6.11716033589771,6.50128415373681,1,0.999986365141276,1
"SRR13060188",44479,"Extrapolation",2,6.30924377094418,6.11718042569163,6.50130711619673,1,0.999987379590817,1
"SRR13060188",45714,"Extrapolation",2,6.30926411716986,6.11719941430843,6.5013288200313,1,0.999988301008471,1
"SRR13060188",46950,"Extrapolation",2,6.30928340829318,6.11721741822051,6.50134939836584,1,0.999989140424784,1
"SRR13060189",1,"Rarefaction",0,1,1,1,0.0673451534514059,0.0660421447481537,0.0686481621546581
"SRR13060189",1167,"Rarefaction",0,57.1490798282111,56.116507886384,58.1816517700382,0.990014840897055,0.989523875123114,0.990505806670997
"SRR13060189",2333,"Rarefaction",0,63.971742790918,62.9471596922326,64.9963258896035,0.996677381974737,0.996408357400597,0.996946406548877
"SRR13060189",3499,"Rarefaction",0,66.5787800004087,65.6571128325398,67.5004471682776,0.998529150286084,0.998333907545641,0.998724393026526
"SRR13060189",4665,"Rarefaction",0,67.8264633945854,67.0044367971618,68.648489992009,0.99923115109692,0.999072952345002,0.999389349848837
"SRR13060189",5831,"Rarefaction",0,68.5171544185504,67.767754203903,69.2665546331979,0.999546492121299,0.999417924244009,0.999675059998589
"SRR13060189",6997,"Rarefaction",0,68.9428088715973,68.2398471392311,69.6457706039634,0.999707106911328,0.999602383858295,0.999811829964361
"SRR13060189",8163,"Rarefaction",0,69.2270172788809,68.5520001081884,69.9020344495734,0.999797552345912,0.999710675671219,0.999884429020606
"SRR13060189",9329,"Rarefaction",0,69.4284205277177,68.7701865649826,70.0866544904528,0.999852875698247,0.999778659800899,0.999927091595595
"SRR13060189",10495,"Rarefaction",0,69.5774323264343,68.9298626330653,70.2250020198033,0.9998892343593,0.999823702232457,0.999954766486142
"SRR13060189",11661,"Rarefaction",0,69.6909267975661,69.050818467832,70.3310351273003,0.999914746671072,0.999855016727177,0.999974476614968
"SRR13060189",12827,"Rarefaction",0,69.7787705915333,69.1443524572436,70.4131887258229,0.999933752399523,0.99987778784971,0.999989716949336
"SRR13060189",13993,"Rarefaction",0,69.8470112801948,69.21702657101,70.4769959893795,0.999948664712629,0.99989504703453,1
"SRR13060189",15159,"Rarefaction",0,69.8995474573256,69.2727296952237,70.5263652194274,0.999960858501082,0.999908603261241,1
"SRR13060189",16325,"Rarefaction",0,69.9390430091706,69.3138382887368,70.5642477296043,0.999971131387733,0.999919536164893,1
"SRR13060189",17491,"Rarefaction",0,69.9674398769093,69.3418724627288,70.5930072910899,0.99997995411456,0.999928478240439,1
"SRR13060189",18657,"Rarefaction",0,69.9862510982197,69.3578667274506,70.6146354689889,0.999987608005561,0.999935786157169,1
"SRR13060189",19823,"Rarefaction",0,69.9967339808306,69.3625830416034,70.6308849200578,0.999994258994565,0.999941642953519,1
"SRR13060189",20990,"Rarefaction",0,70,69.3566303240128,70.6433696759871,1,0.99994611386937,1
"SRR13060189",20991,"Observed",0,70,69.3566208060487,70.6433791939513,1,0.999949212650316,1
"SRR13060189",20992,"Extrapolation",0,70,69.3566103563116,70.6433896436884,1,0.999949217956024,1
"SRR13060189",22096,"Extrapolation",0,70,69.3436807393301,70.6563192606699,1,0.999954700422137,1
"SRR13060189",23201,"Extrapolation",0,70,69.328837220709,70.671162779291,1,0.999959517088478,1
"SRR13060189",24306,"Extrapolation",0,70,69.3131145034601,70.6868854965399,1,0.999963764322802,1
"SRR13060189",25410,"Extrapolation",0,70,69.2972280796057,70.7027719203943,1,0.999967521097892,1
"SRR13060189",26515,"Extrapolation",0,70,69.2816149450792,70.7183850549208,1,0.999970861202625,1
"SRR13060189",27620,"Extrapolation",0,70,69.2665883958863,70.7334116041137,1,0.999973836249983,1
"SRR13060189",28725,"Extrapolation",0,70,69.2523300877648,70.7476699122352,1,0.999976492200745,1
"SRR13060189",29829,"Extrapolation",0,70,69.2389521641258,70.7610478358742,1,0.99997886566367,1
"SRR13060189",30934,"Extrapolation",0,70,69.226475157437,70.773524842563,1,0.999980993724128,1
"SRR13060189",32039,"Extrapolation",0,70,69.2149187652503,70.7850812347497,1,0.999982902224594,1
"SRR13060189",33144,"Extrapolation",0,70,69.2042651771292,70.7957348228708,1,0.999984615453088,1
"SRR13060189",34248,"Extrapolation",0,70,69.1944889457747,70.8055110542253,1,0.999986153226896,1
"SRR13060189",35353,"Extrapolation",0,70,69.1855285724465,70.8144714275535,1,0.99998753683143,1
"SRR13060189",36458,"Extrapolation",0,70,69.177343907189,70.822656092811,1,0.999988781101769,1
"SRR13060189",37563,"Extrapolation",0,70,69.1698829862519,70.8301170137481,1,0.999989900460439,1
"SRR13060189",38667,"Extrapolation",0,70,69.1630991936024,70.8369008063976,1,0.999990906849604,1
"SRR13060189",39772,"Extrapolation",0,70,69.1569286901664,70.8430713098336,1,0.999991813491253,1
"SRR13060189",40877,"Extrapolation",0,70,69.1513281300498,70.8486718699502,1,0.9999926296115,1
"SRR13060189",41982,"Extrapolation",0,70,69.1462501094596,70.8537498905404,1,0.999993364324589,1
"SRR13060189",1,"Rarefaction",1,1,1,1,0.0673451534514059,0.0660421447481537,0.0686481621546581
"SRR13060189",1167,"Rarefaction",1,21.9072767887622,21.4838009105354,22.3307526669889,0.990014840897055,0.989523875123114,0.990505806670997
"SRR13060189",2333,"Rarefaction",1,22.2532792512757,21.8203927325286,22.6861657700228,0.996677381974737,0.996408357400597,0.996946406548877
"SRR13060189",3499,"Rarefaction",1,22.3719682939178,21.93657057403,22.8073660138056,0.998529150286084,0.998333907545641,0.998724393026526
"SRR13060189",4665,"Rarefaction",1,22.4311303693894,21.9946574877663,22.8676032510124,0.99923115109692,0.999072952345002,0.999389349848837
"SRR13060189",5831,"Rarefaction",1,22.4663847059301,22.0293200845762,22.9034493272841,0.999546492121299,0.999417924244009,0.999675059998589
"SRR13060189",6997,"Rarefaction",1,22.4897429635589,22.0522981560036,22.9271877711143,0.999707106911328,0.999602383858295,0.999811829964361
"SRR13060189",8163,"Rarefaction",1,22.5063450781226,22.0686298349642,22.9440603212811,0.999797552345912,0.999710675671219,0.999884429020606
"SRR13060189",9329,"Rarefaction",1,22.5187479686499,22.0808267169589,22.9566692203408,0.999852875698247,0.999778659800899,0.999927091595595
"SRR13060189",10495,"Rarefaction",1,22.5283642008834,22.0902785801681,22.9664498215988,0.9998892343593,0.999823702232457,0.999954766486142
"SRR13060189",11661,"Rarefaction",1,22.5360368866395,22.0978159135962,22.9742578596828,0.999914746671072,0.999855016727177,0.999974476614968
"SRR13060189",12827,"Rarefaction",1,22.5423000783362,22.1039651529026,22.9806350037698,0.999933752399523,0.99987778784971,0.999989716949336
"SRR13060189",13993,"Rarefaction",1,22.5475084155594,22.1090759750704,22.9859408560484,0.999948664712629,0.99989504703453,1
"SRR13060189",15159,"Rarefaction",1,22.5519066342428,22.1133896669915,22.9904236014942,0.999960858501082,0.999908603261241,1
"SRR13060189",16325,"Rarefaction",1,22.5556691118031,22.1170780884955,22.9942601351108,0.999971131387733,0.999919536164893,1
"SRR13060189",17491,"Rarefaction",1,22.5589234931706,22.1202669844238,22.9975800019175,0.99997995411456,0.999928478240439,1
"SRR13060189",18657,"Rarefaction",1,22.561765394166,22.1230505068647,23.0004802814674,0.999987608005561,0.999935786157169,1
"SRR13060189",19823,"Rarefaction",1,22.5642678810627,22.12550058143,23.0030351806953,0.999994258994565,0.999941642953519,1
"SRR13060189",20990,"Rarefaction",1,22.5664895664311,22.1276748877128,23.0053042451493,1,0.99994611386937,1
"SRR13060189",20991,"Observed",1,22.5664913623747,22.1276766450226,23.0053060797267,1,0.999949212650316,1
"SRR13060189",20992,"Extrapolation",1,22.5664931582321,22.127678402248,23.0053079142161,1,0.999949217956024,1
"SRR13060189",22096,"Extrapolation",1,22.5684240913003,22.1295677663878,23.0072804162128,1,0.999954700422137,1
"SRR13060189",23201,"Extrapolation",1,22.57025691969,22.1313610783118,23.0091527610682,1,0.999959517088478,1
"SRR13060189",24306,"Extrapolation",1,22.5719950112876,22.1330616397681,23.0109283828071,1,0.999963764322802,1
"SRR13060189",25410,"Extrapolation",1,22.5736418104958,22.1346728270363,23.0126107939553,1,0.999967521097892,1
"SRR13060189",26515,"Extrapolation",1,22.5752049409795,22.1362021047405,23.0142077772186,1,0.999970861202625,1
"SRR13060189",27620,"Extrapolation",1,22.5766872750458,22.1376522884002,23.0157222616914,1,0.999973836249983,1
"SRR13060189",28725,"Extrapolation",1,22.5780929889686,22.1390274688896,23.0171585090476,1,0.999976492200745,1
"SRR13060189",29829,"Extrapolation",1,22.5794248684727,22.1403303763683,23.018519360577,1,0.99997886566367,1
"SRR13060189",30934,"Extrapolation",1,22.5806890793388,22.141567047104,23.0198111115736,1,0.999980993724128,1
"SRR13060189",32039,"Extrapolation",1,22.5818879445989,22.1427397578193,23.0210361313785,1,0.999982902224594,1
"SRR13060189",33144,"Extrapolation",1,22.5830248418921,22.1438518165802,23.022197867204,1,0.999984615453088,1
"SRR13060189",34248,"Extrapolation",1,22.5841020242253,22.1449054311019,23.0232986173486,1,0.999986153226896,1
"SRR13060189",35353,"Extrapolation",1,22.5851244782883,22.1459054826398,23.0243434739368,1,0.99998753683143,1
"SRR13060189",36458,"Extrapolation",1,22.5860940828764,22.1468538122479,23.0253343535049,1,0.999988781101769,1
"SRR13060189",37563,"Extrapolation",1,22.5870135697182,22.1477530949976,23.0262740444389,1,0.999989900460439,1
"SRR13060189",38667,"Extrapolation",1,22.5878847609749,22.1486051161509,23.0271644057988,1,0.999990906849604,1
